order_id,order_date,product_name,product_category,quantity,unit_price,total_revenue,customer_id,region,cost_price
50,2/9/2020,dui luctus,toys,62,859.73,53303.26,3013,Chembur,617.1
51,4/6/2021,nisl,home decor,48,780.44,37461.12,6782,Bandra,87.59
52,16/02/2022,arcu sed,sports equipment,74,677.85,50160.9,9138,Powai,555.57
53,18/08/2021,vestibulum,clothing,66,132.51,8745.66,1790,Ghatkopar,551.39
54,18/02/2022,ipsum,electronics,37,196.36,7265.32,7126,Sion,440.41
55,26/01/2020,tempus vel,home decor,65,855.04,55577.6,5401,Colaba,158.22
56,6/11/2020,turpis,toys,19,565.3,10740.7,3000,Bhandup,620.53
57,13/03/2020,cum sociis,outdoor gear,1,936.05,936.05,8995,Sion,582.74
58,24/01/2021,enim in,kitchen appliances,29,388.2,11257.8,6772,Kandivali,100.94
59,17/03/2020,duis,office supplies,77,185.39,14275.03,6468,Worli,408.02
60,11/7/2020,magnis dis,electronics,40,318.19,12727.6,9298,Navi Mumbai,692.66
61,18/03/2021,fusce consequat,office supplies,32,424.32,13578.24,9019,Kurla,45.45
62,15/06/2020,erat,beauty products,87,78.34,6815.58,5481,Borivali,608.84
63,26/01/2021,amet,home decor,5,346.54,1732.7,9680,Chembur,16.34
64,22/11/2020,cum,office supplies,38,352.35,13389.3,3937,Kandivali,317
65,24/12/2020,ridiculus mus,kitchen appliances,57,260.71,14860.47,5224,Powai,607.98
66,8/1/2022,at lorem,sports equipment,62,145.01,8990.62,4002,Dadar,366.06
67,18/05/2021,justo,pet supplies,46,629.25,28945.5,4063,Bandra,542.55
68,3/8/2022,sit amet,electronics,27,499.18,13477.86,7352,Lower Parel,15.17
69,25/07/2020,at,office supplies,99,182.14,18031.86,7073,Vile Parle,395.06
70,18/04/2022,quis augue,office supplies,70,851.59,59611.3,2800,Lower Parel,60.15
71,5/2/2022,pharetra,outdoor gear,4,705.81,2823.24,4827,Powai,36.73
72,18/05/2021,orci luctus,clothing,56,967.49,54179.44,5444,Goregaon,482.67
73,2/6/2020,natoque,beauty products,100,273.32,27332,1437,Colaba,43.94
74,30/04/2021,sit,office supplies,88,903.35,79494.8,1810,Malad,422.5
75,31/03/2020,non interdum,home decor,80,661.62,52929.6,9644,Goregaon,496.89
76,23/01/2020,mi nulla,electronics,32,864.1,27651.2,4993,Malad,347.89
77,18/08/2020,vulputate luctus,office supplies,3,674.17,2022.51,7027,Borivali,115.16
78,21/06/2022,nulla,clothing,49,59.66,2923.34,1626,Colaba,346.6
79,13/03/2020,pellentesque volutpat,electronics,11,644.1,7085.1,9281,Chembur,416.89
80,9/7/2020,lectus,outdoor gear,1,447.58,447.58,5165,Sion,158.57
81,12/10/2022,donec vitae,beauty products,99,833.64,82530.36,3463,Bhandup,540.81
82,10/2/2020,aliquam erat,clothing,77,308.95,23789.15,6055,Sion,384.75
83,29/12/2022,at,sports equipment,89,72.19,6424.91,1547,Powai,238.65
84,19/07/2020,donec ut,toys,95,486.58,46225.1,9059,Mulund,695.04
85,2/1/2020,non velit,beauty products,7,435.75,3050.25,8682,Colaba,695.29
86,15/04/2021,condimentum curabitur,sports equipment,86,800.74,68863.64,1442,Andheri,618.66
87,29/08/2022,sapien cum,home decor,82,427.21,35031.22,4524,Bandra,284.06
88,1/10/2020,in hac,clothing,2,349.01,698.02,6764,Bandra,78.25
89,14/10/2020,duis,outdoor gear,69,693.41,47845.29,5724,Mulund,654.07
90,4/4/2020,nec dui,pet supplies,42,792.36,33279.12,4652,Sion,624.43
91,26/06/2021,duis at,outdoor gear,46,482.39,22189.94,4228,Goregaon,688.66
92,14/08/2022,sit,home decor,100,31.67,3167,2888,Ghatkopar,539.69
93,8/5/2021,elementum,office supplies,50,532.94,26647,8605,Andheri,452.69
94,9/11/2020,quisque,electronics,43,490.19,21078.17,2006,Andheri,329.15
95,9/12/2021,elit,beauty products,16,824.74,13195.84,5776,Dadar,122.93
96,30/11/2021,dignissim,kitchen appliances,1,228.42,228.42,5220,Mulund,596.43
97,11/2/2022,lacinia nisi,pet supplies,23,301.24,6928.52,1413,Juhu,165.74
98,18/06/2020,suscipit,pet supplies,25,400.17,10004.25,4274,Powai,441.22
99,25/03/2020,sed tristique,sports equipment,5,62.16,310.8,8994,Andheri,494.93
100,11/1/2022,semper interdum,pet supplies,47,48.71,2289.37,7390,Ghatkopar,198.05
101,9/10/2020,adipiscing elit,sports equipment,11,518.16,5699.76,1701,Kurla,399.99
102,21/12/2020,augue aliquam,pet supplies,13,531.12,6904.56,9150,Goregaon,392.04
103,14/02/2022,tincidunt,sports equipment,22,391.74,8618.28,9477,Kurla,292.43
104,8/12/2020,curae duis,office supplies,72,201.94,14539.68,3417,Kandivali,195.03
105,26/03/2022,ligula,pet supplies,59,433.24,25561.16,3113,Borivali,103.22
106,6/3/2021,sagittis dui,home decor,1,826.65,826.65,7762,Borivali,266.49
107,15/02/2021,quis lectus,sports equipment,16,486.06,7776.96,1276,Sion,560.25
108,16/08/2020,sapien,clothing,2,906.7,1813.4,6256,Powai,187.64
109,2/3/2021,nunc,clothing,98,240.5,23569,2189,Malad,482.43
110,7/12/2020,dignissim vestibulum,kitchen appliances,51,630.5,32155.5,4106,Malad,517.19
111,23/10/2020,arcu,clothing,88,467.75,41162,2086,Bhandup,394.41
112,1/12/2022,quis libero,sports equipment,32,619.78,19832.96,5681,Goregaon,49.76
113,14/11/2020,eleifend,sports equipment,29,773.98,22445.42,6863,Sion,237.58
114,6/5/2022,penatibus,electronics,62,149.52,9270.24,6950,Bhandup,322.05
115,19/01/2021,tristique tortor,toys,91,275.42,25063.22,6948,Worli,232.72
116,18/03/2022,mauris,pet supplies,47,852.47,40066.09,8804,Kurla,74.42
117,10/10/2022,nec sem,office supplies,57,916.66,52249.62,3132,Sion,419.72
118,1/11/2022,lacinia,kitchen appliances,83,907.5,75322.5,3132,Andheri,31.94
119,8/9/2020,malesuada in,toys,4,228.92,915.68,6098,Ghatkopar,15.27
120,26/07/2022,habitasse platea,office supplies,32,764.93,24477.76,8973,Malad,384.09
121,24/10/2020,nisi at,kitchen appliances,23,669.17,15390.91,4170,Chembur,321.39
122,5/10/2020,sem sed,beauty products,40,219.36,8774.4,7544,Borivali,8.88
123,31/01/2022,morbi,home decor,47,818.39,38464.33,7205,Borivali,421.4
124,30/10/2020,congue diam,outdoor gear,60,979.45,58767,5810,Mulund,515.78
125,22/12/2020,habitasse,sports equipment,3,188.84,566.52,4500,Bandra,665.33
126,11/7/2021,amet diam,sports equipment,30,110.44,3313.2,8279,Colaba,695.32
127,28/04/2022,vel,office supplies,54,59.06,3189.24,2340,Bhandup,535.1
128,6/10/2020,augue vel,kitchen appliances,88,767.76,67562.88,1945,Lower Parel,495.02
129,22/09/2020,ipsum,sports equipment,22,901.99,19843.78,5181,Dadar,165.16
130,18/08/2021,ac,home decor,92,91.27,8396.84,2413,Bandra,227.92
131,2/8/2020,libero,electronics,64,251.3,16083.2,6402,Navi Mumbai,197.3
132,2/8/2022,adipiscing,kitchen appliances,1,101.06,101.06,3850,Kurla,27.42
133,8/3/2022,nec sem,clothing,4,437.05,1748.2,6264,Lower Parel,667.14
134,19/12/2022,morbi,toys,61,265.17,16175.37,6242,Vile Parle,121.78
135,12/5/2020,diam vitae,outdoor gear,26,914.88,23786.88,9137,Malad,565
136,15/04/2022,mattis egestas,kitchen appliances,69,820.4,56607.6,1529,Navi Mumbai,342.27
137,26/05/2020,ac tellus,office supplies,28,836.19,23413.32,5420,Juhu,372.19
138,29/07/2020,in,toys,61,862.72,52625.92,8011,Worli,501.8
139,23/03/2020,nascetur,pet supplies,79,809.26,63931.54,2926,Vile Parle,696.72
140,1/11/2020,non,toys,29,828.32,24021.28,6777,Juhu,24.09
141,14/07/2020,vehicula condimentum,pet supplies,98,349.85,34285.3,1318,Borivali,506.81
142,17/08/2022,dui,home decor,25,991.71,24792.75,1996,Kurla,631.07
143,21/10/2022,semper rutrum,outdoor gear,89,763.49,67950.61,3097,Malad,525.62
144,12/5/2020,non,kitchen appliances,67,854.91,57278.97,1180,Dadar,217.39
145,8/10/2022,suscipit ligula,sports equipment,7,54.02,378.14,1560,Colaba,173.12
146,29/05/2022,quis odio,office supplies,94,325.33,30581.02,9688,Lower Parel,460.47
147,25/05/2022,ut,toys,8,853.08,6824.64,6571,Borivali,84.87
148,14/10/2020,nisi nam,office supplies,58,440.9,25572.2,7233,Andheri,200.12
149,22/02/2020,rutrum,kitchen appliances,64,767.47,49118.08,9371,Juhu,152.94
150,14/10/2021,justo,beauty products,84,260.71,21899.64,5274,Goregaon,447.03
151,18/09/2021,vulputate,beauty products,93,550.83,51227.19,3575,Juhu,537.33
152,17/04/2022,augue,sports equipment,2,497.4,994.8,3233,Bhandup,29.96
153,26/03/2021,lacinia,home decor,86,615.59,52940.74,1393,Borivali,224
154,2/2/2020,risus praesent,home decor,34,115.4,3923.6,7157,Mulund,433.49
155,6/4/2022,duis,beauty products,22,678.94,14936.68,9012,Powai,39.65
156,27/08/2022,leo,kitchen appliances,22,923.78,20323.16,1514,Kurla,30.96
157,28/10/2021,orci luctus,sports equipment,32,440.54,14097.28,3279,Juhu,675.75
158,24/11/2021,lectus vestibulum,outdoor gear,2,310.13,620.26,3586,Kurla,4.72
159,11/11/2020,donec pharetra,electronics,33,242.25,7994.25,2305,Worli,637.4
160,5/10/2022,luctus,toys,33,983.51,32455.83,5207,Lower Parel,330.67
161,26/10/2020,nec,clothing,22,585.7,12885.4,1055,Chembur,687.6
162,22/08/2020,vestibulum,kitchen appliances,53,849.15,45004.95,4990,Sion,629.38
163,14/05/2022,libero quis,toys,67,430.99,28876.33,8887,Mulund,206.11
164,10/10/2022,volutpat quam,home decor,92,529.62,48725.04,4928,Goregaon,54.57
165,7/8/2022,blandit,outdoor gear,83,975.36,80954.88,4535,Navi Mumbai,329.68
166,15/01/2020,porttitor,electronics,61,278.44,16984.84,2377,Malad,327.05
167,12/3/2022,primis,kitchen appliances,99,247.61,24513.39,8423,Navi Mumbai,174.68
168,9/5/2021,convallis,office supplies,23,130.1,2992.3,9363,Worli,418.99
169,18/07/2022,ipsum dolor,outdoor gear,81,713.31,57778.11,6102,Sion,431.7
170,30/12/2020,tellus,toys,22,25.32,557.04,3194,Colaba,189.45
171,24/08/2021,et ultrices,home decor,88,531.38,46761.44,9774,Vile Parle,85.5
172,11/8/2020,odio,sports equipment,64,65.62,4199.68,8489,Lower Parel,51.39
173,22/09/2021,quisque ut,clothing,11,822.4,9046.4,7798,Bhandup,319.67
174,26/08/2020,faucibus cursus,clothing,13,6.12,79.56,2532,Mulund,22.16
175,8/1/2020,nulla,clothing,43,355.9,15303.7,6267,Colaba,316.24
176,6/2/2021,posuere,clothing,49,711.08,34842.92,9364,Lower Parel,561.46
177,1/1/2022,vitae,beauty products,70,721.46,50502.2,8293,Ghatkopar,165.14
178,16/09/2020,varius integer,electronics,43,951.5,40914.5,3336,Malad,558.06
179,18/01/2022,sem,beauty products,26,17.51,455.26,6477,Navi Mumbai,583.58
180,12/9/2021,enim,clothing,80,613.92,49113.6,4687,Sion,77.43
181,21/12/2021,cursus id,clothing,4,388.96,1555.84,7762,Kandivali,265.08
182,23/04/2021,pretium,home decor,9,104.88,943.92,7777,Bandra,508.26
183,6/1/2022,nulla,beauty products,5,23.67,118.35,1710,Powai,597.76
184,27/09/2022,morbi sem,sports equipment,91,157.76,14356.16,6246,Worli,426.46
185,26/01/2022,in,beauty products,54,619.72,33464.88,2081,Lower Parel,599.7
186,30/05/2021,suscipit,outdoor gear,49,593.58,29085.42,9270,Goregaon,293.84
187,28/01/2022,pulvinar,kitchen appliances,67,113.98,7636.66,8244,Borivali,610.36
188,5/7/2021,cras pellentesque,outdoor gear,70,502.88,35201.6,2741,Bandra,437.18
189,17/10/2022,fusce lacus,beauty products,76,842.34,64017.84,8427,Borivali,222.69
190,16/07/2022,proin risus,beauty products,37,385.46,14262.02,1059,Kurla,147.03
191,14/04/2022,posuere cubilia,home decor,91,197.54,17976.14,5278,Colaba,45
192,22/12/2022,consequat nulla,home decor,81,389.36,31538.16,5778,Kurla,299.28
193,25/09/2022,in,home decor,75,881.35,66101.25,5873,Kandivali,102.75
194,21/10/2021,felis,outdoor gear,5,588.93,2944.65,1271,Dadar,40.84
195,24/04/2021,orci eget,beauty products,39,521.62,20343.18,5963,Bandra,170.53
196,19/08/2022,eu nibh,outdoor gear,70,756.64,52964.8,2666,Navi Mumbai,27.86
197,21/04/2020,viverra,toys,98,975.19,95568.62,7277,Borivali,245.15
198,24/12/2022,urna,sports equipment,31,197.16,6111.96,6457,Lower Parel,523.34
199,4/7/2021,tincidunt in,electronics,24,479.88,11517.12,6185,Powai,48.71
200,31/01/2020,risus,office supplies,51,391.1,19946.1,6828,Goregaon,23.61
201,25/05/2022,vestibulum velit,kitchen appliances,69,344.8,23791.2,6767,Andheri,321.51
202,3/6/2020,ultrices phasellus,kitchen appliances,66,754.87,49821.42,4210,Vile Parle,681.5
203,31/12/2020,integer,electronics,44,639.06,28118.64,6220,Worli,299.06
204,18/07/2021,rutrum,outdoor gear,67,701.66,47011.22,6925,Malad,622.98
205,24/06/2021,a,kitchen appliances,33,392.57,12954.81,2014,Lower Parel,615.93
206,24/04/2022,euismod,pet supplies,95,321.62,30553.9,9297,Mulund,299.17
207,15/08/2021,primis in,pet supplies,30,65.53,1965.9,7307,Kurla,276.34
208,10/6/2021,pellentesque,pet supplies,63,191.28,12050.64,1260,Kandivali,310.75
209,9/6/2020,integer non,electronics,69,221.72,15298.68,8088,Malad,459.78
210,20/07/2022,magna vestibulum,home decor,59,266.81,15741.79,6403,Colaba,280.62
211,19/04/2020,dolor,beauty products,82,738.87,60587.34,3000,Bhandup,268.69
212,9/2/2021,odio donec,home decor,5,488.26,2441.3,3035,Navi Mumbai,15.07
213,27/12/2022,metus aenean,home decor,44,896.36,39439.84,5342,Borivali,15.95
214,1/8/2021,consectetuer,kitchen appliances,91,395.73,36011.43,2912,Bandra,654.67
215,7/5/2020,blandit,office supplies,63,244.08,15377.04,8612,Sion,679.57
216,25/05/2021,curae duis,beauty products,59,888.42,52416.78,6605,Andheri,427.59
217,4/7/2021,ornare imperdiet,home decor,45,900.1,40504.5,4798,Powai,240.13
218,28/12/2021,praesent,outdoor gear,55,278.01,15290.55,4030,Bhandup,364.39
219,12/3/2020,dictumst,pet supplies,36,999.95,35998.2,6939,Lower Parel,265.98
220,29/05/2021,pulvinar nulla,office supplies,32,163.6,5235.2,8626,Navi Mumbai,480.97
221,31/01/2021,ut mauris,beauty products,76,468.56,35610.56,8696,Sion,117.11
222,3/6/2020,quis,beauty products,1,217.53,217.53,1131,Chembur,247.21
223,18/09/2021,eu,electronics,50,126.26,6313,6154,Colaba,320.14
224,6/10/2021,sapien,electronics,29,314.73,9127.17,5038,Dadar,256.24
225,15/07/2022,consequat,office supplies,65,307.68,19999.2,1889,Malad,494.51
226,17/09/2021,tincidunt eget,pet supplies,20,554.81,11096.2,9262,Bhandup,681.97
227,15/02/2021,nulla ut,office supplies,39,843.29,32888.31,2053,Dadar,518.37
228,18/03/2020,blandit,kitchen appliances,5,293.09,1465.45,7452,Sion,264.49
229,6/8/2021,proin interdum,outdoor gear,62,387.85,24046.7,6421,Worli,253.78
230,21/06/2021,donec,sports equipment,3,854.17,2562.51,5437,Juhu,405.28
231,3/8/2022,amet justo,clothing,14,610.48,8546.72,9469,Kandivali,551.69
232,10/7/2020,venenatis,home decor,82,446.16,36585.12,6057,Vile Parle,590.37
233,10/7/2020,id ligula,outdoor gear,90,288.02,25921.8,7138,Powai,550.22
234,6/3/2020,dui,office supplies,59,699.39,41264.01,1723,Mulund,691.6
235,6/11/2020,eu,toys,92,509.56,46879.52,2315,Vile Parle,480.64
236,2/4/2021,at velit,outdoor gear,70,332.27,23258.9,9214,Colaba,374.21
237,9/9/2021,orci eget,sports equipment,54,224.38,12116.52,8353,Colaba,538.49
238,28/11/2020,purus sit,electronics,99,370.13,36642.87,9868,Juhu,461.51
239,24/09/2020,eget,clothing,7,188.22,1317.54,8592,Chembur,393.37
240,4/10/2021,nisi eu,office supplies,11,81.51,896.61,8025,Bhandup,648.91
241,25/01/2020,libero,sports equipment,5,556.99,2784.95,7132,Kurla,465.08
242,5/6/2021,amet cursus,pet supplies,90,648.67,58380.3,6603,Ghatkopar,413.64
243,13/03/2021,in sagittis,outdoor gear,68,462.81,31471.08,3446,Juhu,610.68
244,2/1/2021,tempor convallis,home decor,76,903.31,68651.56,9107,Bandra,184.97
245,13/09/2022,mauris enim,home decor,58,592.85,34385.3,2867,Worli,108.09
246,24/10/2021,orci,kitchen appliances,5,405.84,2029.2,1420,Ghatkopar,167.18
247,15/06/2020,adipiscing,home decor,61,597.68,36458.48,5263,Sion,155.27
248,17/11/2020,sodales sed,beauty products,22,970.61,21353.42,9792,Sion,520.44
249,8/2/2021,velit,pet supplies,31,74.15,2298.65,7327,Bhandup,46.87
250,26/02/2021,et ultrices,beauty products,98,345.02,33811.96,8449,Goregaon,167.29
251,30/08/2022,sit amet,outdoor gear,66,309.7,20440.2,5692,Navi Mumbai,415.81
252,14/09/2020,sodales sed,sports equipment,94,48.62,4570.28,2263,Dadar,593.96
253,14/04/2022,orci,kitchen appliances,76,429.13,32613.88,5158,Kurla,526.07
254,17/12/2021,porttitor lorem,kitchen appliances,49,884.82,43356.18,6677,Juhu,556.66
255,31/01/2020,lobortis,sports equipment,81,752.32,60937.92,2813,Kandivali,194.28
256,5/8/2021,ornare consequat,pet supplies,20,166.94,3338.8,5347,Chembur,389.59
257,2/6/2021,posuere metus,clothing,28,809.43,22664.04,4790,Bhandup,323.93
258,9/4/2021,nisi volutpat,electronics,71,945.85,67155.35,4204,Goregaon,120.18
259,9/10/2022,eget,kitchen appliances,68,443.66,30168.88,7530,Ghatkopar,6.07
260,2/1/2021,aliquet,kitchen appliances,35,575.94,20157.9,7095,Dadar,391.75
261,23/06/2020,sapien,kitchen appliances,47,768.93,36139.71,1434,Powai,568.27
262,16/02/2020,elit,clothing,32,245.07,7842.24,2453,Malad,476.72
263,11/11/2020,metus aenean,clothing,65,463.51,30128.15,4181,Juhu,292.83
264,4/4/2020,vel augue,sports equipment,69,777.84,53670.96,2298,Lower Parel,134.46
265,12/2/2020,faucibus,electronics,47,390.72,18363.84,3857,Vile Parle,446.85
266,20/08/2022,donec ut,office supplies,37,704.62,26070.94,6866,Bhandup,552.02
267,11/8/2021,sit amet,beauty products,20,35.22,704.4,5060,Bhandup,290.2
268,6/3/2022,ut ultrices,electronics,32,372.78,11928.96,9813,Ghatkopar,670.04
269,13/08/2021,viverra,outdoor gear,38,769.85,29254.3,5706,Kandivali,611.29
270,31/01/2021,consectetuer adipiscing,clothing,20,875.11,17502.2,4366,Bandra,339.22
271,28/02/2021,justo,sports equipment,87,810.08,70476.96,2595,Ghatkopar,249.72
272,6/4/2022,cubilia curae,electronics,88,331.93,29209.84,8386,Mulund,135.94
273,11/7/2020,posuere,electronics,82,7.08,580.56,7472,Goregaon,241.42
274,31/07/2021,curabitur,beauty products,87,438.67,38164.29,1650,Ghatkopar,612.99
275,26/07/2020,vitae,toys,30,314.42,9432.6,5384,Andheri,637.08
276,10/12/2022,in leo,beauty products,73,884.83,64592.59,5213,Ghatkopar,99.25
277,12/7/2020,nullam,clothing,6,453.7,2722.2,5507,Ghatkopar,355.26
278,1/9/2022,nunc,office supplies,91,859.28,78194.48,4898,Juhu,587.33
279,5/3/2020,ac,clothing,6,891.52,5349.12,5559,Worli,549.66
280,28/06/2022,mus etiam,pet supplies,68,870.87,59219.16,5096,Chembur,125.46
281,14/10/2022,integer,sports equipment,29,251.38,7290.02,1467,Colaba,378.38
282,6/5/2021,tempor,home decor,32,825.46,26414.72,8553,Sion,460.16
283,13/10/2020,nullam,outdoor gear,47,67.3,3163.1,7725,Sion,297.85
284,18/03/2021,lobortis,sports equipment,26,895.92,23293.92,3234,Powai,415.97
285,4/12/2021,mattis,pet supplies,23,55.52,1276.96,4895,Colaba,542.5
286,1/11/2022,consectetuer,toys,5,170.07,850.35,4979,Kandivali,629.93
287,19/08/2021,curae,outdoor gear,70,748.93,52425.1,3847,Bhandup,301.5
288,31/08/2021,dictumst,home decor,8,494.51,3956.08,6534,Borivali,372.34
289,7/4/2021,justo,office supplies,50,394.43,19721.5,9061,Andheri,356.16
290,26/05/2021,fusce,electronics,9,329.6,2966.4,3146,Vile Parle,356.91
291,3/5/2022,in consequat,office supplies,42,625.12,26255.04,6926,Andheri,680.45
292,10/11/2021,aliquam non,outdoor gear,59,628.86,37102.74,8279,Worli,61.31
293,17/10/2020,magna ac,sports equipment,30,974.3,29229,9684,Colaba,44.23
294,21/09/2020,magnis dis,toys,63,395.03,24886.89,3234,Vile Parle,88.17
295,7/12/2021,dapibus,sports equipment,56,275.12,15406.72,1453,Lower Parel,103.76
296,18/09/2021,erat,home decor,15,793.18,11897.7,7535,Dadar,490.39
297,3/11/2020,sed lacus,beauty products,5,711.03,3555.15,9337,Borivali,118.28
298,7/8/2021,dolor,pet supplies,8,361.48,2891.84,8372,Navi Mumbai,645.09
299,18/06/2021,ac,office supplies,84,931.26,78225.84,9036,Colaba,60.22
300,21/04/2021,purus,clothing,68,915.19,62232.92,7939,Malad,128.28
301,25/01/2022,rutrum nulla,electronics,72,677.3,48765.6,4267,Kandivali,407.68
302,7/10/2020,in,outdoor gear,74,300.58,22242.92,4912,Ghatkopar,58.96
303,2/3/2021,lobortis,toys,56,500.55,28030.8,2315,Goregaon,44.92
304,30/10/2020,nulla,office supplies,68,483.58,32883.44,9640,Colaba,523.23
305,21/02/2020,blandit ultrices,pet supplies,13,77.61,1008.93,1988,Kandivali,603.08
306,18/01/2022,aenean lectus,beauty products,94,294.26,27660.44,1159,Sion,426.04
307,24/11/2020,porttitor pede,office supplies,21,99.4,2087.4,6196,Malad,87.15
308,6/2/2021,ornare imperdiet,clothing,6,268.23,1609.38,4855,Vile Parle,32.72
309,15/09/2022,id,outdoor gear,15,205.33,3079.95,6971,Vile Parle,582.39
310,7/8/2020,porttitor lorem,sports equipment,30,635.5,19065,5094,Navi Mumbai,198.62
311,21/06/2022,in eleifend,sports equipment,92,843.75,77625,9012,Powai,225.55
312,4/8/2022,amet,beauty products,74,83.88,6207.12,4338,Mulund,178
313,13/12/2020,amet,sports equipment,93,213.99,19901.07,2318,Borivali,517.02
314,27/12/2022,nisi,beauty products,37,486.2,17989.4,6832,Colaba,123.35
315,9/8/2022,turpis sed,outdoor gear,32,390.14,12484.48,4743,Chembur,180.72
316,3/6/2020,sit,electronics,51,401.88,20495.88,8461,Mulund,419.43
317,20/12/2021,duis aliquam,clothing,96,359.54,34515.84,4438,Powai,107.45
318,22/06/2022,curae,toys,92,258.27,23760.84,2942,Juhu,494.2
319,22/03/2021,nisi,electronics,58,855.85,49639.3,2018,Sion,467.83
320,29/08/2020,lacus,home decor,25,927.28,23182,9254,Mulund,150.61
321,5/8/2022,consectetuer eget,outdoor gear,40,398.82,15952.8,2865,Borivali,338.21
322,6/9/2022,tempus vel,kitchen appliances,78,253.08,19740.24,6251,Borivali,571.7
323,19/10/2021,lorem,electronics,71,521.45,37022.95,8168,Kurla,421.94
324,26/09/2022,lacus at,clothing,34,884.74,30081.16,3136,Bandra,158.19
325,22/11/2020,id,beauty products,25,827.94,20698.5,4368,Bandra,301.77
326,19/08/2022,odio porttitor,toys,54,694.09,37480.86,3918,Mulund,574.73
327,29/04/2020,habitasse,outdoor gear,37,306.83,11352.71,8675,Worli,292.93
